size(sqft),parking_lot,rooms,price(ksh),year_built
952.0182788,3,4,199800,2022
1099.009901,2,6,174000,2021
878.4425451,3,5,191700,2024
509.9778271,2,3,69700,2014
1065.292096,4,4,402500,2014
1595.084776,5,2,258300,2013
1385.31848,5,3,66400,2019
1295.088258,4,5,116100,2019
1150.086256,5,4,113500,2010
1660.050523,3,5,235800,2015
1319.648094,3,3,302600,2014
1746.09696,2,5,151900,2014
1200.092315,3,6,247900,2015
1945.272987,4,7,240000,2015
750.0468779,4,5,165300,2018
540,3,7,306000,2010
1700.198356,4,5,500001,2019
458.5218703,2,7,239500,2010
400,2,5,181800,2011
1627.966755,1,7,452600,2015
1550,1,5,162500,2015
1078.241637,2,3,69700,2021
1500.133941,1,5,273800,2014
2600,3,7,175000,2018
10301.50754,1,6,137800,2019
1389.813582,1,7,216800,2010
1345.023413,3,8,206300,2010
1805.555556,3,6,252300,2010
1129.827445,4,7,160200,2010
1935.483871,3,8,168900,2023
1215.361446,2,4,231000,2023
1002.793496,2,5,190600,2024
1125.124461,3,3,175400,2023
1335.384615,4,5,66300,2022
1046.025105,4,4,141000,2024
700,2,5,136400,2010
709.9391481,4,6,323700,2009
650.0541712,2,4,492000,2010
1866.832607,4,6,91300,2024
800,2,4,179200,2024
1300.236407,4,3,146400,2023
699.6501749,3,5,93300,2022
2485,3,6,98100,2023
1000,4,4,217800,2023
1280.097531,4,6,275300,2022
1470.287931,4,4,311500,2023
850.0510031,4,3,74600,2023
1155.263158,2,5,96400,2024
900.0661813,4,6,70200,2024
416.4262358,2,4,94200,2023
620.0177148,1,3,251000,2024
2100.025846,3,2,69700,2022
1803.801859,4,2,167300,2021
1569.858713,3,4,174300,2021
1981.047974,2,2,128800,2022
900,4,4,271300,2021
840.0273009,3,2,89700,2024
1479.885057,4,2,197400,2014
1172.136638,2,3,87500,2014
995.0248756,4,4,185300,2013
584.03634,3,5,93800,2019
611.0711718,3,4,130700,2019
1230.12869,2,5,235300,2010
712.081652,2,3,350000,2014
475.0331418,4,6,182600,2013
1623.655914,1,3,73100,2019
1982.406145,2,6,155700,2019
915.0326797,2,3,183100,2010
475.0175932,5,5,94700,2019
944.6153846,2,3,164000,2010
1405.481377,3,4,122200,2010
1660.072252,4,5,500001,2010
909.526089,2,3,323500,2010
3938.461538,1,5,39200,2023
1244.444444,3,3,250000,2023
1275.016139,4,5,146500,2024
1177.212529,3,3,320400,2023
1150.020125,2,4,161700,2022
424.0088106,3,3,194500,2024
2000,4,4,329200,2010
1460.427136,3,4,179800,2009
980.9691976,2,3,454800,2010
1250,3,3,116100,2024
1690.067603,2,2,61700,2024
701.754386,4,5,98100,2023
743.7790539,3,5,187500,2022
930.156658,4,3,240900,2023
800,2,5,93900,2023
559.8755832,1,2,123900,2022
1150,2,4,128100,2023
883.65243,3,3,500001,2023
1264.077224,4,4,186300,2024
1981.030136,3,2,250000,2024
780.1980198,2,1,195800,2023
730.2533532,3,2,162500,2024
1123.126785,4,1,233500,2022
1032.080502,3,2,308800,2021
1839.401243,2,3,376000,2021
960.0808489,3,1,201700,2022
1379.038613,4,2,216300,2021
847.8091781,3,1,160100,2024
2720,2,1,400000,2014
2285.278994,4,4,118200,2014
810.0445525,3,2,323800,2013
640.0931045,2,4,372000,2019
1065.06584,3,1,153200,2019
980.0918836,2,3,156900,2010
1650.312221,2,"Furnished 3bdrm Apartment in Hatheru Road, Lavington for Rent",306800,2024
1827.242525,3,3,109800,2023
1684.801685,3,4,115000,2024
1680.210325,4,5,364200,2022
476.0080976,3,6,71100,2021
750,2,7,44600,2021
712.0058925,2,3,318400,2022
1307.189542,1,6,60000,2021
2949.852507,2,8,283500,2024
594.0940066,1,7,68700,2014
1414.177126,2,8,100000,2014
2432.778489,1,6,144300,2013
2400,2,7,74500,2019
860.0917431,1,5,194800,2019
1776.649746,2,7,302100,2010
1200,3,4,325500,2023
1850.007115,3,5,115900,2023
650.0171057,4,3,137500,2024
409.9800867,3,3,350000,2024
848.7778673,4,11,145600,2023
1200,3,9,101200,2024
350.140056,4,6,500000,2022
971.066191,2,7,272800,2021
1355.140187,3,8,125000,2021
581.2220566,4,6,300600,2022
1338.475499,2,7,209400,2021
715.0595883,4,2,107200,2024
1404.918033,1,3,102000,2014
1442.307692,3,1,95000,2014
1328.205128,2,2,82400,2013
1010.10101,4,7,198900,2019
600.0342877,2,4,224200,2019
1660.23166,1,6,205100,2010
1605.136437,2,4,163200,2015
1200.120012,1,6,152500,2014
1398.713826,3,4,225400,2014
600.0436395,1,6,500001,2015
2000,4,7,272800,2015
2040.081603,3,5,166200,2018
876.0402979,4,3,178500,2010
1010.10101,2,6,174800,2019
1200,3,4,134100,2010
699.408284,2,6,183600,2011
1069.444444,4,5,158100,2015
2659.574468,2,7,392100,2015
1255.060729,6,7,269600,2021
1600,3,6,52400,2014
560.1034037,2,5,221500,2018
602.6406618,1,1,163300,2019
2596.728123,2,1,71300,2010
349.8190591,6,5,69500,2010
1139.211666,5,8,246000,2010
1157.052918,4,4,130100,2010
901.5384615,3,6,432200,2023
960,2,4,392100,2023
1100.063465,1,6,273700,2024
1440.144014,3,4,136200,2023
1235.177866,4,3,221100,2022
1649.917504,5,5,64800,2024
391.4590747,3,7,93100,2010
1250,4,4,81400,2009
1095.290252,6,5,175000,2010
566.0048763,5,4,226400,2024
1200,3,5,216700,2024
1109.813084,2,4,327300,2023
840,3,5,204100,2022
1935.297516,4,2,437500,2023
969.6969697,3,3,91700,2023
1012.011245,2,4,155400,2022
1070.090958,2,3,268800,2023
1421.212121,1,4,131300,2023
2049.705355,2,3,195800,2024
1450.021049,3,6,79700,2024
1672.240803,4,4,127600,2023
900.2770083,5,5,218500,2024
1163.384391,6,3,268800,2022
900.1636661,5,5,500001,2021
1398.073418,6,5,191200,2021
764.8523657,4,3,240300,2022
1274.141631,4,4,152300,2021
1070.072489,3,3,247500,2024
1350.98622,4,4,238300,2014
385.9811641,3,5,263200,2014
1600,4,4,293900,2013
1854.903003,3,5,212100,2019
1507.348323,4,4,143200,2019
792.1419518,3,5,232400,2010
2193.8572,3,5,211600,2022
1100.016923,3,4,125900,2021
4612.850082,3,5,100000,2024
590.0401227,2,5,238000,2014
1137.656428,2,5,162500,2014
800,3,3,242500,2013
1025.4498,2,5,441400,2019
660.0660066,3,5,121500,2019
1100.478469,2,4,465600,2010
350.0583431,3,5,304800,2014
640.0931045,1,6,191900,2013
1200.087279,2,4,75400,2019
2237.970906,2,6,213500,2019
1725.200246,3,4,209800,2010
1444.141689,3,6,144000,2019
1305.220884,3,4,336700,2010
1160.092807,4,6,220100,2010
1650.165017,3,4,134600,2010
2143.163309,4,5,87500,2010
839.9440037,2,3,253100,2023
1235.230934,2,3,128100,2023
1800.554017,4,5,133000,2024
1155.042203,2,3,66000,2023
1052.983024,4,2,96700,2022
1695.364238,2,3,237300,2024
735.1077313,2,5,246400,2010
1028.118419,1,5,72300,2009
1000,1,3,87500,2010
830,2,3,141200,2024
516.6931638,3,3,435800,2024
650,4,3,52800,2023
3400.204012,5,4,131300,2022
682.0950061,6,4,352600,2023
473.3333333,4,5,91600,2023
1105.044202,5,4,458500,2022
1611.495333,4,3,186200,2023
989.6790612,3,3,69800,2023
1822.017645,2,2,159700,2024
2533.333333,2,2,156500,2024
2300.279764,3,2,121200,2023
1585.014409,2,3,165400,2024
1500,5,4,67300,2022
785.1934941,3,4,196000,2021
900,4,4,156300,2021
949.6510469,5,4,99300,2022
1550.169109,3,3,136000,2021
998.3193277,3,4,160700,2024
328.0586646,2,5,286400,2014
469.924812,2,5,351900,2014
700.0538503,1,5,139300,2013
687.521485,3,4,110200,2019
550.1481168,4,5,83300,2019
1323.308271,3,4,275000,2010
1775.037369,4,3,91400,2024
1330.023054,3,3,92900,2023
5800.334635,5,3,252300,2024
150232.5581,3,3,397300,2022
643.0408688,4,4,352100,2021
850,3,5,118800,2021
1175.088132,2,5,116700,2022
680,3,5,127600,2021
2350.094111,4,3,305200,2024
642.0711974,3,4,148900,2014
910.1585437,4,3,205000,2014
1325.158228,3,4,383300,2013
1049.090909,5,3,164800,2019
949.8480243,4,2,414300,2019
1175.059952,5,2,240100,2010
1943.75703,3,3,179200,2023
2435.064935,4,4,160400,2023
712.9616427,2,4,83500,2024
1380.096227,4,3,149100,2024
1049.188422,2,4,209100,2023
1150.049358,3,3,190600,2024
834.747767,4,4,162700,2022
1291.274673,3,4,143700,2021
2086.230876,4,5,500001,2021
3851.797506,5,4,185000,2022
600.0738552,4,3,93300,2021
1130.22113,3,3,97300,2024
1404.001404,4,3,94600,2014
1555.176821,5,4,196900,2014
862.0689655,6,4,57200,2013
494.0304652,4,3,365400,2019
1216.842105,4,3,227400,2019
1000,5,4,187500,2010
1237.859455,3,4,140600,2015
925,4,4,130200,2014
745.1403888,3,4,174000,2014
1700.013077,4,4,400000,2015
109375,3,4,100000,2015
1701.444623,2,4,210700,2018
1600.492459,3,4,70000,2010
1226.830244,2,3,198500,2019
1450.245426,3,2,160600,2010
2015.790358,1,2,376200,2011
1600.381043,1,3,89100,2015
984.0288511,2,4,218900,2015
369.00369,1,5,429000,2021
1856.320772,2,2,500001,2014
950.0542888,1,3,136300,2018
1155.327343,3,1,98100,2019
845.0704225,2,1,384500,2010
840.0460299,3,5,91300,2010
1150.234742,2,6,251500,2010
1100.025582,3,5,438400,2010
2800.019064,1,3,145000,2023
615.1468315,3,6,500001,2023
714.1237815,4,4,140100,2024
1352.163462,3,5,398400,2023
1465.315666,4,3,154300,2022
1216.10288,2,5,173100,2024
1470.155837,3,5,135400,2010
1139.589905,4,5,155700,2009
1020.116992,3,5,292900,2010
700.0259269,4,5,305800,2024
1062.146893,4,4,87500,2024
1022.959764,3,3,139700,2023
700.280112,4,5,185400,2022
1300.202254,3,1,75100,2023
99.97500625,4,5,171300,2023
785.0568489,2,3,182000,2022
1439.677512,2,2,370000,2023
1353.057911,3,5,107000,2023
997.6958525,2,4,109400,2024
744.9605609,3,5,85400,2024
522.6293103,2,4,300300,2023
1100,3,5,260900,2024
945.0744941,2,4,149600,2022
1355.01355,1,5,150000,2021
1050.19305,1,5,253800,2021
900.0423549,2,5,500001,2022
1235.839341,3,4,500001,2021
1295.022258,3,3,182500,2024
2600.0195,2,4,225000,2014
618.1818182,3,3,237200,2014
3331.418725,2,3,62000,2013
1835.781041,3,3,162500,2019
1300.264869,2,4,500001,2019
1850.582591,4,1,344700,2010
971.8899522,3,3,176500,2013
1240.135287,2,1,270500,2019
850.0772798,2,1,330000,2019
1570.064111,3,4,81700,2010
144598.338,4,2,67000,2024
545.0581395,2,4,67000,2023
664.7864625,2,3,166900,2022
1150.117018,3,3,194400,2024
535.0194553,4,3,164200,2010
1814.583333,5,4,125000,2009
1610.017889,3,3,58300,2010
4000,5,4,252600,2024
1499.000666,4,3,231200,2024
650.136075,3,4,222500,2023
1260.151218,4,3,153100,2022
954.9795362,3,5,181300,2023
1140,4,4,137500,2023
765.0273224,3,5,300000,2022
1446.015424,2,4,414300,2023
3371.165299,2,5,126300,2023
2637.594514,3,4,83400,2024
152.0126475,2,1,241500,2024
1049.790042,4,2,115400,2023
1690.331305,4,6,150700,2024
463.7722019,5,4,484700,2022
2000,3,5,250000,2021
1100,2,4,369200,2021
1710.01881,3,5,350000,2022
1043.148412,4,3,425000,2021
1500,5,5,105600,2024
678.6941581,4,5,172600,2014
547.9452055,5,4,128900,2014
3800.02375,5,4,141800,2013
2729.608221,6,3,183800,2019
1225.899922,4,5,178700,2019
574.8594788,3,5,270800,2010
858.2326764,2,4,185300,2024
719.0106414,4,5,141500,2023
952,5,4,232200,2024
3000,4,5,83300,2022
1919.720768,5,3,275000,2021
1004.179498,3,4,500001,2021
915.1572927,4,3,79300,2022
949.893137,2,4,214800,2021
1115.114085,3,5,237500,2024
2371.474549,4,4,212500,2014
944.4444444,2,5,105700,2014
1185.02133,2,4,123800,2013
675.2194463,3,5,173900,2019
1159.745604,4,5,160900,2019
710.5263158,3,4,47500,2010
810.1265823,2,5,156500,2023
1250,3,5,187500,2023
1356.315343,4,5,191800,2024
1580,3,3,175800,2024
1048.252912,4,5,91900,2023
1900,2,5,196900,2024
930.0595238,4,4,292200,2022
1762.114537,2,5,194300,2021
1500,1,6,289400,2021
1461.454147,3,4,229100,2022
1025.132275,4,6,265500,2021
1059.69622,2,4,77800,2024
1544.004117,2,6,289600,2014
867.8881389,3,4,291400,2014
1080.074488,2,6,129300,2013
962.9941127,3,4,233500,2019
1709.333333,2,5,120700,2019
1150.012778,3,3,174300,2010
820.4334365,1,3,299500,2015
561.9556055,3,5,125000,2014
1280.081925,2,3,212500,2014
1667.094127,2,2,316900,2015
1602.330663,3,3,157300,2015
721.069293,3,5,160700,2018
1200.120012,2,5,183100,2010
800,3,3,238100,2019
1841.922006,4,3,325900,2010
1068.211068,3,3,439200,2011
1300.052002,4,3,137500,2015
1660.401003,3,4,212500,2015
1626.583014,4,4,176000,2021
1265.822785,5,5,126300,2014
1724.732666,4,4,238900,2018
1640.240569,5,3,106400,2019
1780.223337,4,3,96700,2010
1387.303852,5,2,175900,2010
945.0277949,3,2,83800,2010
1400.203666,2,2,224200,2010
1260.225514,3,3,141700,2023
707.1302298,2,4,226900,2023
749.2881762,3,4,204600,2024
905.0576752,2,4,239800,2023
1400.162338,4,4,295200,2022
978.5353535,5,3,96000,2024
1659.688995,4,4,90600,2010
600,5,5,121900,2009
1508.750754,4,5,209400,2010
929.5531505,5,5,200000,2024
1303.333333,4,4,116800,2024
1350.09311,3,5,112800,2023
1460.230201,4,4,240000,2022
3232.323232,3,3,275000,2023
1460,4,3,103500,2023
870.1705534,2,3,59000,2022
550.1618123,4,3,181400,2023
1700.037779,2,4,279500,2023
1084.462982,3,5,159400,2024
1600,3,5,300900,2024
374.5318352,5,5,364600,2023
980.1252382,3,3,85600,2024
618.0469716,5,4,358800,2022
1060.138782,3,3,272600,2021
629.8157454,4,4,125000,2021
1550.246216,5,3,318800,2022
1350.308642,3,2,161800,2021
1008.403361,4,2,500001,2024
3441.405542,5,3,500001,2014
576.6680122,3,4,271400,2014
1743.01676,4,4,227300,2013
1000,5,3,148500,2019
1615.308151,4,4,131900,2019
1700.102006,3,3,217100,2010
1735.074627,4,4,460100,2014
1583.166333,5,4,146400,2013
1159.725883,4,5,81500,2019
945.0549451,3,4,305100,2019
2195.028261,6,3,500001,2010
910.8653221,7,3,182400,2019
350.0583431,5,3,187500,2010
2324.443357,6,4,197500,2010
22727.27273,4,4,246400,2010
3000.042858,6,3,86900,2010
700.1166861,7,3,50800,2023
930.3435115,8,4,500001,2023
580.0837899,7,4,105700,2024
1028.002948,9,6,151200,2023
600,7,5,181300,2022
545.0941526,9,6,403000,2024
1730.103806,7,7,103800,2010
550.1618123,8,6,116700,2009
915.1062931,7,7,159700,2010
1250,8,5,61900,2024
1230.044491,6,6,91800,2024
1070.070614,5,4,126000,2023
1229.823213,7,5,101800,2022
686.0841424,5,4,51300,2023
1650.165017,8,6,157300,2023
1025.179856,5,5,64100,2022
1679.929266,9,6,156300,2023
1500.120977,5,7,282400,2023
690.1311249,7,8,350500,2024
1291.382954,5,7,158300,2024
910.0837277,8,6,214700,2023
1500,6,7,172600,2024
1505.445227,7,8,112500,2022
1750.068362,5,9,261800,2021
3148.779848,3,8,64700,2021
3499.930001,2,7,326600,2022
1323.591698,2,5,170800,2021
982.9787234,3,4,500001,2024
600.060006,2,5,108300,2014
1473.345834,3,6,60800,2014
1000,4,7,114300,2013
1090.074584,4,5,210700,2019
447.710762,4,7,289600,2019
1745.040411,3,2,136800,2010
850.1794823,4,4,96200,2024
1665.04787,3,5,104200,2023
904.9360146,5,6,93100,2024
1745.984236,2,4,179100,2022
1680.855276,1,5,88800,2021
900.0178221,1,3,83000,2021
1980.057987,3,5,65900,2022
700,4,5,166800,2021
1200,3,4,130600,2024
734.8530294,4,3,287800,2014
897.9347501,3,4,70800,2014
1350.438893,2,5,192500,2013
959.173635,2,3,165000,2019
882.4742268,2,5,161100,2019
953.1752651,2,3,435900,2010
650.1324344,3,6,232000,2023
1782.913743,4,5,121700,2023
991.7755201,4,7,500001,2024
1190.126359,5,5,290000,2024
980.3206997,5,3,135400,2023
1085.069444,5,5,165600,2024
1622.822002,5,3,250000,2022
846.0236887,4,5,171900,2021
1637.630662,3,3,173300,2021
650.1422186,3,2,120700,2022
800,3,4,200000,2021
955.0269144,3,3,144100,2024
1100.110011,4,4,127000,2014
925.610172,5,2,153200,2014
1500,4,4,155700,2013
1499.842122,3,4,108900,2019
1654.043702,4,5,114500,2019
610.9979633,5,6,79200,2010
535.0300051,4,4,71100,2015
1780.317145,4,3,112500,2014
2274.795268,3,5,237500,2014
583.090379,2,7,216700,2015
1086.890888,2,4,94300,2015
730.0989166,4,7,156900,2018
1085.054253,4,5,167100,2010
1064.073227,5,8,173700,2019
1609.021715,4,9,124500,2010
1275.239107,4,6,178600,2011
712.1057986,4,4,282700,2015
1569.037657,3,6,279300,2015
1057.942708,3,7,44400,2021
1355.01355,2,5,135500,2014
1715.919924,3,6,443800,2018
708.072021,2,7,229800,2019
1200.417537,4,8,86900,2010
464.9196957,5,6,304000,2010
1607.012418,5,4,500001,2010
1773.274224,4,6,225000,2010
534.9023803,5,1,79500,2023
848.1314604,3,2,128100,2023
2316.155182,3,3,304600,2024
1025.040269,2,3,55000,2023
932.6776327,3,2,224900,2022
1700.102006,4,3,157700,2024
1068.376068,4,4,200000,2010
2335.485644,3,3,123200,2009
510.2040816,4,7,251800,2010
900.0360014,2,8,179500,2024
1256.946282,2,9,246900,2024
1650.165017,1,6,404700,2023
2099.90455,1,7,166300,2022
1000,2,5,333000,2023
2530.577815,1,7,67000,2023
1100.049502,3,4,309100,2022
1183.869774,1,5,211900,2023
1280,1,3,250000,2023
1365.103003,3,4,192400,2024
1171.833387,3,2,97200,2024
577.0463774,4,6,278600,2023
1333.333333,3,7,100000,2024
1200,2,6,61500,2022
610.0795756,2,7,57500,2021
1699.716714,3,5,309100,2021
2758.523129,4,4,248800,2022
1065.088757,4,6,105800,2021
1630.170316,2,4,321800,2024
1303.214596,4,3,146400,2014
648.6486486,2,2,232700,2014
1325.478645,4,4,218600,2013
850,2,3,135000,2019
3200,4,5,93400,2019
1243.935813,3,3,195000,2010
1398.04274,3,6,392900,2022
1036.363636,4,3,148800,2021
496.2082202,4,6,333700,2024
1400.289715,4,1,71000,2014
1095.100865,4,2,438300,2014
1750.076758,2,3,147100,2013
1418.727199,4,2,136500,2019
590.010057,2,4,273000,2019
1070.292161,1,3,407200,2010
1335.23233,3,5,140600,2014
910.228695,4,4,107600,2013
979.9118079,3,6,94500,2019
5267.423015,2,5,68200,2019
1200.111638,4,3,159700,2010
3,3,4,45000,2019
1399.972001,4,2,182600,2010
850.2024291,2,3,276900,2010
1200,4,5,86900,2010
1050.052503,3,4,236500,2010
1740.745039,3,5,134800,2023
814.8148148,2,3,195200,2023
1271.642375,2,5,204200,2024
1574.059499,4,6,99400,2023
3322.259136,1,7,139000,2022
452.0625353,2,5,182100,2024
620.048226,2,7,483800,2010
1299.790356,4,5,210200,2009
1100.110011,3,7,231000,2010
1425.178147,4,5,500001,2024
2124.269782,2,7,75000,2024
1285.240464,3,5,144600,2023
725.0580046,2,3,201300,2022
1500.093756,4,5,172200,2023
840.3361345,2,7,187000,2023
450.4504505,5,6,100000,2022
1166.213139,3,7,500001,2023
1082.940963,2,8,162700,2023
592.5424303,1,6,239300,2024
1825.483753,2,7,168600,2024
1064.127695,6,8,88500,2023
1035.177721,5,4,216600,2024
1511.97953,4,5,315300,2022
1140.250855,3,3,137500,2021
1150.035386,2,5,251100,2021
920.076902,1,4,164700,2022
1110.429448,3,5,183100,2021
935.1256575,4,3,94200,2024
1000,5,5,104900,2014
960.1536246,3,4,180800,2014
1250,4,5,50800,2013
850.1118568,6,6,160300,2019
900.1636661,5,5,200800,2019
1139.04709,3,6,333700,2010
950.1187648,2,7,500001,2024
946.3414634,3,6,276600,2023
1272.084806,4,7,155500,2024
1618.181818,3,5,209400,2022
1028.162718,2,6,107800,2021
630.0431082,2,4,151300,2021
1388.571429,1,5,138800,2022
1165.161666,2,4,276100,2021
1050.262566,3,6,81800,2024
1079.679397,4,5,329400,2014
1045.137837,5,6,159200,2014
1140.186916,6,7,258300,2013
1282.051282,5,8,500001,2019
807.1428571,6,7,238900,2019
1772.334294,4,6,244700,2010
631.3131313,4,7,305800,2023
954.0329575,3,8,281300,2023
750.0797957,4,9,156300,2024
1950.867052,3,8,278600,2024
1685.393258,4,7,161200,2023
1655.172414,3,5,260700,2024
1934.576152,4,4,163500,2022
2860.169492,3,5,100600,2021
1100,3,6,52600,2021
1066.734938,3,7,440900,2022
675.0082318,3,5,67500,2021
2420.091324,2,7,161800,2024
755.0969041,2,2,60300,2014
1390.047262,3,4,165500,2014
980.1095417,2,5,500001,2013
1318.75,3,6,205200,2019
1212.95222,2,4,142600,2019
1092.896175,3,5,146000,2010
1992.882562,1,3,140600,2015
1527.973672,2,5,108500,2014
2043.10288,2,5,98500,2014
1075.129534,3,4,258800,2015
953.1590414,3,3,161600,2015
761.4213198,3,4,154700,2018
1060.022026,4,5,84700,2010
733.7526205,3,3,238900,2019
679.8756799,4,5,225000,2010
459.0629437,2,3,303600,2011
1948.806195,2,6,265600,2015
1100.190235,4,5,185300,2015
699.973751,2,7,75000,2021
1550.387597,4,5,243100,2014
1401.919551,2,3,500001,2018
539.3939394,2,5,104200,2019
467.5675676,1,3,236500,2010
850.1335924,1,5,61300,2010
353.9941224,2,3,193200,2010
922.0701963,3,2,132600,2010
1000,4,4,500001,2023
1087.234587,5,3,143800,2023
1500.093756,56,4,198700,2024
1031.093926,4,2,237500,2023
1761.2744,5,4,150400,2022
1060.108131,34,4,85100,2024
980.1633606,3,5,285200,2010
1800.055386,2,6,90000,2009
1156.011924,2,4,105400,2010
944.9414136,3,3,56400,2024
695.014848,2,5,174200,2024
2703.71061,5,7,252400,2023
2689.039475,3,4,255400,2022
1343.660549,4,7,275000,2023
2000,5,5,106400,2023
950.0206526,3,8,113800,2022
1252.261027,3,9,231800,2023
642.4670736,2,6,158900,2023
1080.246914,2,4,174100,2024
1324.854266,1,6,112500,2024
900,3,7,346800,2023
1200.111638,4,5,500001,2024
950.04597,3,6,147500,2022
1305.007587,4,7,266700,2021
970.0176367,3,8,193800,2021
1605.605021,5,6,112500,2022
1073.333333,3,4,78200,2021
1184.834123,4,6,225000,2024
960,3,1,500001,2014
1280.150923,2,2,92400,2014
850.0510031,3,3,177500,2013
1694.654136,4,3,337300,2019
2281.879195,3,2,176000,2019
1010.10101,4,3,222400,2010
559.3623269,3,4,114200,2013
2265.306122,5,3,376100,2019
1170.018282,4,7,372000,2019
770.1786815,5,8,98400,2010
500,3,9,359400,2024
912.0389137,4,6,229900,2023
900.2520706,2,7,335400,2022
1198.360139,4,5,206500,2024
1390.176089,2,7,83000,2010
1960.315563,3,4,257500,2009
889.3632159,4,5,168100,2010
591.9661734,3,3,346700,2024
1655.130906,4,4,63400,2024
1500.150015,5,2,162500,2023
1675.009626,4,6,288200,2022
1666.030336,3,7,137500,2023
1387.163561,4,6,291500,2023
1156.470452,5,7,186200,2022
1000,6,5,221400,2023
1785.95961,4,4,171800,2023
675.0317662,4,6,229000,2024
1735.015773,5,4,145200,2024
1050.013816,3,3,185400,2023
2038.320424,4,2,165100,2024
2189.01224,3,4,154300,2022
600.0705965,4,3,132900,2021
1451.144792,3,5,104600,2021
1452.564685,2,3,187600,2022
4556.207833,3,6,286600,2021
1000,2,3,145500,2024
1641.791045,3,6,270000,2014
1310.186702,1,1,172800,2014
2800.013177,1,2,362700,2013
1000,2,3,219400,2019
2550.061738,1,2,137300,2019
440,2,4,128100,2010
463.6068614,1,3,92200,2024
1349.826389,3,5,141000,2023
909.9181074,2,4,225900,2024
1550,3,6,350000,2022
950.0351865,2,5,99300,2021
1920,3,3,159700,2021
1000,1,4,66100,2022
1058.076652,3,2,88900,2021
1079.837139,4,3,289700,2024
1935.116676,3,5,272300,2014
550.0045834,4,4,264900,2014
948.8107549,2,5,284200,2013
553.1197302,3,3,127500,2019
1724.595383,4,5,230500,2019
590.048905,3,6,500001,2010
1400,4,7,121800,2023
1355.156635,4,5,244600,2023
1420.454545,3,7,183300,2024
1525.087693,4,5,332800,2024
1389.992057,3,7,355300,2023
715.1253918,4,5,426500,2024
1499.960527,2,7,113300,2022
2502.944641,2,5,283700,2021
1805.519732,3,3,478600,2021
750,2,5,124100,2022
759.0666292,3,7,105100,2021
2166.666667,2,6,280800,2024
1899.648978,3,7,73800,2014
1573.917931,2,8,337900,2014
2119.018188,1,6,159600,2013
842.4226301,1,7,328500,2019
1100.110011,2,8,500001,2019
1250,3,4,155000,2010
1264.980027,3,5,88800,2015
1650.056102,2,3,355200,2014
348.8638972,3,5,258500,2014
2339.130435,2,4,59100,2015
850,3,5,262100,2015
1149.764151,2,6,119500,2018
1483.858031,4,5,135000,2010
1591.187271,3,6,252600,2019
850.0772798,2,7,55400,2010
905.3254438,2,6,141100,2011
809.9215389,3,7,500001,2015
3079.838901,4,5,115400,2015
2200.880352,2,6,145500,2021
1300.041271,2,4,143800,2014
1150.22656,3,5,200000,2018
1098.018211,4,4,46500,2019
1800.094742,5,6,102000,2010
1281.262024,3,5,500001,2010
4052.849153,5,6,100000,2010
735.6727728,4,7,57500,2010
1568.100358,3,8,246300,2023
5000,4,7,241700,2023
705.6333059,3,6,363300,2024
1690.269529,4,7,156300,2023
871.2121212,3,8,85500,2022
1245.059289,2,9,207300,2024
1080.1828,2,8,173900,2010
965.3561697,3,7,153800,2009
848.6307553,2,5,329400,2010
1025.01025,4,4,240200,2024
1030.07144,4,5,173200,2024
1675.020886,5,6,60000,2023
3987.467958,3,7,102600,2022
1600,2,5,113300,2023
1732.4077,3,7,370000,2023
979.9651568,4,2,230800,2022
1400.124456,5,4,500001,2023
1053.658537,4,5,81400,2023
800,5,6,500001,2024
2179.944511,5,4,121200,2024
659.8984772,6,5,101600,2023
1157.894737,4,3,123100,2024
1024.231826,3,5,500001,2022
813.0682238,2,5,71700,2021
817.916261,4,4,110100,2021
1753.019088,5,3,373600,2022
1742.517425,4,4,187700,2021
1729.462631,5,5,156800,2024
670.1152128,3,3,177500,2014
1195.589603,4,5,189200,2014
1453.957997,2,3,436400,2013
540.0671435,3,6,201800,2019
155.5429864,4,5,111800,2019
1025.056948,2,7,181400,2010
633.0783434,2,5,96700,2014
849.7011102,3,3,67500,2013
1027.038357,4,5,178100,2019
385.0385039,3,3,137900,2019
930.2325581,2,5,109700,2010
1132.502831,3,3,271300,2019
645.1612903,4,2,162500,2010
770.0770077,3,4,118300,2010
1076.057716,4,3,500001,2010
520.1342282,2,4,252700,2010
1116.504854,4,2,185200,2023
964.7853353,2,4,113300,2023
1095.390233,1,4,310000,2024
859.1885442,3,5,500001,2023
2798.744805,4,6,167800,2022
2040.353661,2,4,95500,2024
819.5876289,2,3,82600,2010
1619.753919,3,5,162900,2009
1050.135501,2,7,84400,2010
1709.608972,3,4,200200,2024
1198.156682,2,7,337500,2024
850.0772798,3,5,348300,2023
610.1104009,1,8,224700,2022
1059.897573,3,9,441700,2023
1230.091933,2,6,247700,2023
1485.275288,2,4,135000,2022
1650.064169,3,6,97700,2023
650.0091001,3,7,333800,2023
1305.343511,2,5,53200,2024
1071.428571,3,6,174500,2024
1200.300075,4,7,143200,2023
1389.532191,3,8,299300,2024
890.2929351,4,6,312700,2022
517.1042164,3,4,267200,2021
720.0620361,4,6,213100,2021
1299.967501,5,1,359500,2022
2953.937044,4,2,291700,2021
1439.285714,5,3,500001,2024
1148.083285,4,3,100000,2014
1698.28365,5,2,187500,2014
664.3151088,3,3,43100,2013
